SMILES,Agonist_Activity,SMILES_raw
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,inactive,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,inactive,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
O=C(C=Cc1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)C=Cc1ccc(O)c(O)c1,inactive,C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1CC(C(=O)O)=C[C@@H](O)[C@H]1O,inactive,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O
C[C@@H]1OC(O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@@H]4C4=CCC6[C@@]7(C)CC[C@H](OC8OC[C@H](O)[C@H](O)[C@H]8OC8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@@](C)(CO)C7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,inactive,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)[C@@]45CC[C@@]6(C(=CCC7[C@]6(CCC8[C@@]7(CC[C@@H]([C@@]8(C)CO)OC9[C@@H]([C@H]([C@H](CO9)O)O)OC1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)C)C)[C@H]4CC(CC5)(C)C)C)O)O)O)CO)O)O)O
OCCc1ccc(O)cc1,inactive,C1=CC(=CC=C1CCO)O
C[C@@H]1O[C@@H](OC[C@H]2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,inactive,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)C5CC[C@]43C)[C@H]2C1,inactive,C[C@]12CC[C@@H]([C@@](C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O
CC[C@H](CC[C@@H](C)[C@H]1CCC2C3CCC4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C)C(C)C,inactive,CC[C@H](CC[C@@H](C)[C@H]1CCC2[C@@]1(CCC3C2CCC4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,inactive,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
CCCCCCCC/C=C/CCCCCCCC(=O)O,inactive,CCCCCCCC/C=C/CCCCCCCC(=O)O
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O,inactive,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,inactive,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O
CN(CC(=O)O)C(=N)N,inactive,CN(CC(=O)O)C(=N)N
COc1ccc(C(=O)O)cc1,inactive,COC1=CC=C(C=C1)C(=O)O
O=C(C=Cc1ccc(O)c(O)c1)OC1[C@H](O)CC(O)(C(=O)O)C[C@@H]1O,inactive,C1[C@H](C([C@H](CC1(C(=O)O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O
COc1cc2c(cc1O)CC1NCCc3cc(OC)c(OC)c-2c31,inactive,COC1=C(C2=C3C(CC4=CC(=C(C=C42)OC)O)NCCC3=C1)OC
CC12CCC(CC1)C(C)(C)O2,inactive,CC1(C2CCC(O1)(CC2)C)C
C=C1CC/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C,inactive,C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
CC(=O)N[C@@H]1[C@@H](O[C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](OS(=O)(=O)O)O[C@H]1O,inactive,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)OS(=O)(=O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O
CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1,inactive,C[C@]12CC[C@@]34C[C@@]35CC[C@@H](C([C@@H]5[C@H](C[C@H]4[C@@]1(C[C@@H]([C@@H]2[C@]6(CC[C@H](O6)C(C)(C)O)C)O)C)O)(C)C)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C3,inactive,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@]34CC[C@H]5[C@@]6(CCC[C@@]([C@H]6CC[C@]5(C3)CC4=C)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O
CCCCCCCCCCCCCC(=O)OCC(O)CO,inactive,CCCCCCCCCCCCCC(=O)OCC(CO)O
CCCCCCCCCCCCCCCCCCCC(=O)O,inactive,CCCCCCCCCCCCCCCCCCCC(=O)O
CCCCCCCCCCCCCCCCCCCCCC(=O)O,inactive,CCCCCCCCCCCCCCCCCCCCCC(=O)O
CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,inactive,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C
CC(C)=CCC[C@](C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)[C@@H]3CC[C@]12C,inactive,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C
CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(CO)C(O)C(O)C1O,inactive,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=C(C=C5)O)OC6C(C(C(C(O6)CO)O)O)O)O
CC(=O)O[C@@H]1CC[C@]2(C)C3C(=O)C=C4C5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2[C@@]1(C)C(=O)O,inactive,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC(=O)[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)OC(=O)C)C)C)[C@@H]2[C@H]1C)C)C
C=C1C[C@@]23CC[C@H]4[C@](C)(CCC[C@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C3,inactive,C[C@]12CCC[C@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)CO)O)O)O)(C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O
C=C1C[C@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,inactive,C[C@@]12CCC[C@@]([C@H]1CC[C@@]34[C@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O
CC(C)(O)[C@@H]1CC[C@](C)([C@@H]2[C@H](O)C[C@]3(C)C4C[C@@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)C5C(C)(C)[C@H](O[C@H]6OC[C@H](O)[C@@H](O)[C@@H]6O)CC[C@]56CC46CC[C@@]23C)O1,inactive,C[C@@]12CCC34C[C@]35CC[C@H](C(C5[C@@H](CC4[C@]1(C[C@H]([C@H]2[C@]6(CC[C@H](O6)C(C)(C)O)C)O)C)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)CO)O)O)O)(C)C)O[C@@H]8[C@H]([C@@H]([C@H](CO8)O)O)O
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,inactive,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C,inactive,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3C[C@@]4([C@H](C[C@H]([C@H]5[C@]4(CC[C@@H]5[C@](C)(CCC=C(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)[C@@]7([C@@H]3C([C@H](CC7)O)(C)C)C)C)CO)O)O)O)O)O
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,inactive,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O
CCCCCCCC/C=C/CCCCCCCCCC(=O)O,inactive,CCCCCCCC/C=C/CCCCCCCCCC(=O)O
CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O,inactive,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O
CCCCCC/C=C/CCCCCCCCCC(=O)O,inactive,CCCCCC/C=C/CCCCCCCCCC(=O)O
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,inactive,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C
CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,inactive,C[C@H](CC[C@@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
CC(=O)O[C@H]1[C@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@@H](O)[C@@H]1O,inactive,CC(=O)O[C@@H]1[C@H]([C@@H](CO[C@H]1O[C@H]2CC[C@]34C[C@]35CC[C@@]6([C@H]([C@H](C[C@]6([C@@H]5C[C@@H]([C@H]4C2(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)O)[C@]8(CC[C@H](O8)C(C)(C)O)C)C)O)O
C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=C2[C@H]1C)CC(=O)C1[C@@]2(C)CC[C@@H](O)[C@](C)(C(=O)O)C2CC[C@]13C,inactive,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC(=O)C4[C@]3(CCC5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)O)C)C)C2[C@H]1C)C)C
O=C(O)CC(O)(C(=O)O)C(O)C(=O)O,inactive,C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OC4OC(CO)C(O)C(O)C4O)[C@@H]2CC[C@]1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,inactive,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,active,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(C(C)(C)C)cc3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC=C(C=C3)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC=CC(=C3)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccccc3C(C)(C)C)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC=CC=C3C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C)c3)c2C)c1,inactive,CC1=CC(=CC=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCc1cccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)c1,inactive,CCC1=CC(=CC=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC=CC(=C3)C(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(N(C)C)c3)c2C)c1,inactive,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC=C3)N(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(N4CCCC4)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC=C3)N4CCCC4
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(N4CCCCC4)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC=C3)N4CCCCC4
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(-n4cccc4)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC=C3)N4C=CC=C4
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C(C)(C)C
CCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)nc(OCC)n1,inactive,CCOC1=NC(=NC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)OCC
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(N)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)N)C(C)(C)C
CNc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)NC)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(N(C)C)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)N(C)C
CCCCNc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CCCCNC1=CC(=CC(=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCCCN(CCCC)c1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CCCCN(CCCC)C1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(O)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)O
COc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OC
CCCCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CCCCOC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C#N)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C#N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(B4OC(C)(C)C(C)(C)O4)cc(C(C)(C)C)c3)c2C)c1,active,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)NC(=O)C3=C(N(N=N3)C4=C(C=CC(=C4)OC)OC)C)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(-c4nn[nH]n4)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C4=NNN=N4
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(N)c(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)N)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(NC(C)=O)c(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)NC(=O)C)C(C)(C)C
CNc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)NC)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(N(C)C)c(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)N(C)C)C(C)(C)C
CCCCNc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,active,CCCCNC1=C(C=C(C=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(O)c(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)O)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(OC)c(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)OC)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(C)=O)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)NC(=O)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(=O)OC(C)(C)C)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)NC(=O)OC(C)(C)C
