SMILES,Agonist_Activity,SMILES_raw
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3O)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)O
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OC)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OC
CCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCCCCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCCCCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCCO)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCCO
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN(C)C)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCN(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN3CCOCC3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCN4CCOCC4
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2F)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)F)C
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2Cl)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)Cl)C
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3)C
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2OC)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccnc2OC)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(N=CC=C3)OC)C
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccc(OC)c2)c1C,active,CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=CC=C3)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(C)cc3)c2C)c1,inactive,CC1=CC=C(C=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C)ccc3OC)c2C)c1,active,CC1=CC(=C(C=C1)OC)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCOCCOCCOCCO)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCOCCOCCOCCO
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OC(C)C)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OC(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCC#N)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC#N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCN(C)C)c2C)c1,inactive,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCN(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCN3CCOCC3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCN4CCOCC4
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCCCCCCI)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCCCCCCI
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCCI)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCCI
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCC(=O)OC(C)(C)C)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC(=O)OC(C)(C)C
COc1ccc(Cl)cc1-n1nnc(C(=O)Nc2cc(C(C)(C)C)ccc2OCC(=O)O)c1C,active,CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC(=O)O
CCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCC(C)C)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCC(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCC(C)(C)C)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC(C)(C)C
CCC(C)COc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCC(C)COC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCC(CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCC(C)C)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC(C)C
CCCC(CCC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCC(CCC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCCC(CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(NC(=O)CCC(=O)O)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)NC(=O)CCC(=O)O)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(-n4c(O)ccc4O)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)N4C(=O)CCC4=O
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(NCC(=O)OC(C)(C)C)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)NCC(=O)OC(C)(C)C)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(NCC(=O)O)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)NCC(=O)O)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(N=C=S)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)N=C=S
CCCCOc1cc(N(CCCC)C(=O)c2nnn(-c3cc(OC)ccc3Cl)c2C)cc(C(C)(C)C)c1,active,CCCCN(C1=CC(=CC(=C1)C(C)(C)C)OCCCC)C(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)Cl)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCCCCI)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCI
C#CCCCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCC#C
CCCCCCCCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CCCCCCCCOC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCCCCCCCCI)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCI
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCCCCCCCCBr)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCBr
COc1ccc(OC)c(C2N=NC(C(=N)Nc3cc(OCCCCCCCCOc4cc(NC(=O)c5nnn(-c6cc(OC)ccc6OC)c5C)cc(C(C)(C)C)c4)cc(C(C)(C)C)c3)=C2C)c1,active,CC1=C(N=NC1C2=C(C=CC(=C2)OC)OC)C(=NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCOC4=CC(=CC(=C4)NC(=O)C5=C(N(N=N5)C6=C(C=CC(=C6)OC)OC)C)C(C)(C)C)N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCCCCCCCCCl)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCCl
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCCCCCCCCO)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCO
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCCCCCCCC=O)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCC=O
COCCOCCOCCOCCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCOCCOCCOCCOC
CNC(=O)c1cc(Oc2cc(NC(=O)c3nnn(-c4cc(OC)ccc4OC)c3C)cc(C(C)(C)C)c2)ccn1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OC4=CC(=NC=C4)C(=O)NC
COC(=O)CCCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCC(=O)OC
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCCCC(=O)O)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCC(=O)O
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCC(=O)OC(C)(C)C)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCC(=O)OC(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(OCCOCCOCCOCCNC(=O)OC(C)(C)C)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCOCCOCCOCCNC(=O)OC(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(Br)cc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)Br
COc1ccc(-n2nnc(C(=O)Nc3ccc(NC(C)=O)c(C(C)(C)C)c3)c2C)cc1,active,CC1=C(N=NN1C2=CC=C(C=C2)OC)C(=O)NC3=CC(=C(C=C3)NC(=O)C)C(C)(C)C
COc1ccc(-n2nnc(C(=O)Nc3cc(C)ccc3OC)c2C)cc1,active,CC1=CC(=C(C=C1)OC)NC(=O)C2=C(N(N=N2)C3=CC=C(C=C3)OC)C
COc1ccc(Cl)cc1-n1nnc(C(=O)Nc2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1C,active,CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C(C)(C)C
COc1ccc(Cl)cc1-n1nnc(C(=O)Nc2cc(N)cc(C(C)(C)C)c2)c1C,active,CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=CC(=CC(=C3)N)C(C)(C)C
CCCCNc1cc(NC(=O)c2nnn(-c3cc(Cl)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CCCCNC1=CC(=CC(=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C
COc1ccc(Cl)cc1-n1nnc(C(=O)Nc2cc(O)cc(C(C)(C)C)c2)c1C,active,CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)O
COc1cc(NC(=O)c2nnn(-c3cc(Cl)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OC
CCCCOc1cc(NC(=O)c2nnn(-c3cc(Cl)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CCCCOC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C)C(C)(C)C
CCCC(CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,active,CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C
CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,active,CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C
CCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,active,CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C
COc1ccc(C)cc1-n1nnc(C(=O)Nc2ccc(O)c(C(C)(C)C)c2)c1C,active,CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=C(C=C3)O)C(C)(C)C)C
COc1ccc(C)cc1-n1nnc(C(=O)Nc2ccc(OC)c(C(C)(C)C)c2)c1C,active,CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=C(C=C3)OC)C(C)(C)C)C
COc1ccc(C)cc1-n1nnc(C(=O)Nc2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1C,active,CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C(C)(C)C)C
COc1ccc(C)cc1-n1nnc(C(=O)Nc2cc(N)cc(C(C)(C)C)c2)c1C,active,CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=CC(=C3)N)C(C)(C)C)C
CCCCNc1cc(NC(=O)c2nnn(-c3cc(C)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CCCCNC1=CC(=CC(=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C
COc1ccc(C)cc1-n1nnc(C(=O)Nc2cc(O)cc(C(C)(C)C)c2)c1C,active,CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)O)C
COc1cc(NC(=O)c2nnn(-c3cc(C)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OC)C
CCCCOc1cc(NC(=O)c2nnn(-c3cc(C)ccc3OC)c2C)cc(C(C)(C)C)c1,active,CCCCOC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C)C(C)(C)C
CCCC(CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,active,CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C
CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,active,CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C
CCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,active,CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C
CCCC(CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2OC)c1C,active,CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C
CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2OC)c1C,active,CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C
CCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2OC)c1C,active,CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C
CCCC(C)Oc1ccc(C(C)(C)C)cc1C(=O)Nc1nnn(-c2cc(OC)ccc2OC)c1C,active,CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)C(=O)NC2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
COc1ccc(OC)c(-n2nnc(C(=O)Sc3ccc(NC(C)=O)cc3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)SC3=CC=C(C=C3)NC(=O)C
COc1ccc(OC)c(-n2nnc(NC(=O)Nc3cccc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)NC(=O)NC3=CC=CC(=C3)C(C)(C)C
COc1ccc(OC)c(-n2nnc(C(=O)NS(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c1,inactive,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NS(=O)(=O)C3=CC=C(C=C3)C(C)(C)C
COc1ccc(OC)c(-n2nnc(S(=O)(=O)Nc3cccc(C(C)(C)C)c3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)S(=O)(=O)NC3=CC=CC(=C3)C(C)(C)C
COc1ccc(OC)c(-n2nnc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)NS(=O)(=O)C3=CC=C(C=C3)C(C)(C)C
COc1ccc(OC)c(-n2nnc(N(S(=O)(=O)c3ccc(C(C)(C)C)cc3)S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c1,active,CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)N(S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C)S(=O)(=O)C4=CC=C(C=C4)C(C)(C)C
CCC[C@H](CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCC[C@@H](CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCC[C@@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCC[C@H](CC)Oc1ccccc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCC[C@H](CC)OC1=CC=CC=C1NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCC[C@H](CC)Oc1ccc(C(=O)O)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,active,CCC[C@H](CC)OC1=C(C=C(C=C1)C(=O)O)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C
CCC[C@H](CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)c(OC)cc2OC)c1C,active,CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=C(C=C3OC)OC)OC)C
CCC[C@H](CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)c(F)cc2OC)c1C,active,CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=C(C=C3OC)F)OC)C
CCC[C@H](CC)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)c(Cl)cc2OC)c1C,active,CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=C(C=C3OC)Cl)Cl)C
